Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£),Adult obesity rate 2022/23 (%)
Dec 23 - Nov 24,Y56,LONDON,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"4,412","3,668",Y,50-59,Female,"515,553.00",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"3,432","2,848",Y,50-59,Male,"402,231.00",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"5,455","4,529",Y,60+,Female,"626,928.00",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,1,Y,60+,Indeterminate (unable to be classified as either male or female),92,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"5,266","4,382",Y,60+,Male,"617,405.00",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,1,0,N,60+,Not Known (not recorded),146.72,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,10,10,Y,18-29,Female,"1,143.05",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,12,11,Y,18-29,Male,880.32,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,18,14,Y,30-39,Female,"1,393.84",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,12,12,Y,30-39,Male,880.32,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,47,37,Y,40-49,Female,"4,505.66",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,43,39,Y,40-49,Male,"6,361.84",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,199,169,Y,50-59,Female,"19,295.36",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,104,90,Y,50-59,Male,"11,515.80",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,516,450,Y,60+,Female,"66,022.16",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0AA,Exenatide,539,477,Y,60+,Male,"60,607.19",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,4,4,Y,30-39,Female,491.34,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,4,4,Y,40-49,Female,655.12,20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,8,7,Y,40-49,Male,"3,275.60",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,9,9,Y,50-59,Female,"1,883.47",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,15,12,Y,50-59,Male,"2,211.03",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,21,21,Y,60+,Female,"3,193.71",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BB,Byetta,45,35,Y,60+,Male,"5,077.18",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,14,12,Y,30-39,Female,"1,247.12",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,15,14,Y,30-39,Male,"1,760.64",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,96,79,Y,40-49,Female,"7,482.72",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,98,80,Y,40-49,Male,"8,216.32",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,243,203,Y,50-59,Female,"21,274.40",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,181,164,Y,50-59,Male,"15,625.68",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,624,518,Y,60+,Female,"54,909.96",20.88973
Dec 23 - Nov 24,Y56,LONDON,0601023Y0,Exenatide,0601023Y0BC,Bydureon,524,444,Y,60+,Male,"45,868.34",20.88973
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,50-59,Not Known (not recorded),78.48,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,60+,Not Known (not recorded),156.96,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,3,2,Y,18-29,Female,235.44,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,12,12,Y,30-39,Female,"1,020.24",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,12,10,Y,30-39,Male,"1,294.92",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,42,40,Y,40-49,Female,"3,767.04",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,30,24,Y,40-49,Male,"2,707.56",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,92,86,Y,50-59,Female,"9,927.72",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,63,54,Y,50-59,Male,"6,317.64",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,145,129,Y,60+,Female,"18,246.60",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,277,235,Y,60+,Male,"31,313.52",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,50-59,Not Known (not recorded),78.48,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,4,0,N,60+,Not Known (not recorded),313.92,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,3,3,Y,18-29,Female,392.4,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,16,13,Y,30-39,Female,"1,294.92",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,5,4,Y,30-39,Male,706.32,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,61,47,Y,40-49,Female,"5,689.80",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,48,39,Y,40-49,Male,"5,886.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,100,87,Y,50-59,Female,"10,123.92",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,145,125,Y,50-59,Male,"14,401.08",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,307,263,Y,60+,Female,"34,178.04",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,311,275,Y,60+,Male,"32,216.04",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,1,1,Y,30-39,Female,117.72,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,4,4,Y,30-39,Male,313.92,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,7,7,Y,40-49,Female,863.28,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,5,5,Y,50-59,Female,431.64,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,4,4,Y,50-59,Male,510.12,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,23,21,Y,60+,Female,"2,589.84",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,9,8,Y,60+,Male,"1,294.92",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AB,Liraglutide,0601023ABBG,Biolide,1,1,Y,60+,Male,114.19,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,3,3,Y,30-39,Female,173.79,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,2,2,Y,40-49,Female,115.86,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,6,6,Y,40-49,Male,347.58,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,30,24,Y,50-59,Female,"2,143.41",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,18,17,Y,50-59,Male,"1,216.55",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,47,46,Y,60+,Female,"3,475.80",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,64,56,Y,60+,Male,"5,155.77",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,1,1,Y,50-59,Male,57.93,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,5,4,Y,60+,Female,434.48,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,4,4,Y,60+,Male,289.65,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,8,0,N,50-59,Not Known (not recorded),586,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,24,0,N,60+,Not Known (not recorded),"1,849.56",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,23,20,Y,18-29,Female,"1,684.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,20,19,Y,18-29,Male,"1,538.25",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,94,81,Y,30-39,Female,"9,302.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,84,70,Y,30-39,Male,"7,764.50",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,427,369,Y,40-49,Female,"35,434.69",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,414,352,Y,40-49,Male,"36,148.84",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,470","1,240",Y,50-59,Female,"130,806.21",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,506","1,290",Y,50-59,Male,"128,993.24",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"3,562","3,015",Y,60+,Female,"318,124.76",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,528","3,826",Y,60+,Male,"403,772.37",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,0,N,30-39,Not Known (not recorded),73.25,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,7,0,N,40-49,Not Known (not recorded),586,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,39,0,N,50-59,Not Known (not recorded),"2,930.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,169,0,N,60+,Not Known (not recorded),"12,763.80",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,143,106,Y,18-29,Female,"9,412.64",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,61,55,Y,18-29,Male,"4,541.50",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,935,777,Y,30-39,Female,"71,821.63",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,567,460,Y,30-39,Male,"44,829.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,611","2,190",Y,40-49,Female,"208,323.10",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,485","2,063",Y,40-49,Male,"203,396.84",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,766","6,426",Y,50-59,Female,"640,003.33",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,762","6,408",Y,50-59,Male,"637,751.06",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"19,003","15,777",Y,60+,Female,"1,571,395.49",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"23,297","19,276",Y,60+,Male,"1,918,087.56",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,3,3,Y,50-59,Female,477.66,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,13,13,Y,60+,Female,"3,343.55",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,0,N,60+,Not Known (not recorded),95.53,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,1,Y,30-39,Female,95.53,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,22,21,Y,30-39,Male,"2,547.49",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,70,62,Y,40-49,Female,"9,998.83",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,92,78,Y,50-59,Female,"11,208.82",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,88,80,Y,50-59,Male,"12,737.34",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,265,232,Y,60+,Female,"38,434.93",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,248,217,Y,60+,Male,"37,129.33",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,5,0,N,40-49,Not Known (not recorded),439.5,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,12,0,N,50-59,Not Known (not recorded),952.25,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,24,0,N,60+,Not Known (not recorded),"1,977.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,66,58,Y,18-29,Female,"5,860.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,43,37,Y,18-29,Male,"3,149.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,593,496,Y,30-39,Female,"61,771.74",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,269,232,Y,30-39,Male,"25,637.50",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,784","1,512",Y,40-49,Female,"164,424.30",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,886,756,Y,40-49,Male,"87,672.93",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"3,722","3,142",Y,50-59,Female,"348,274.47",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"2,714","2,344",Y,50-59,Male,"255,627.85",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,539","4,745",Y,60+,Female,"544,613.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,959","5,172",Y,60+,Male,"580,000.89",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,2,0,N,18-29,Not Known (not recorded),219.75,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,5,0,N,30-39,Not Known (not recorded),659.25,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,15,0,N,40-49,Not Known (not recorded),"1,098.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,35,0,N,50-59,Not Known (not recorded),"3,149.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,74,0,N,60+,Not Known (not recorded),"5,420.50",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,356,298,Y,18-29,Female,"33,402.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,105,92,Y,18-29,Male,"11,207.25",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,158",970,Y,30-39,Female,"100,572.25",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,456,395,Y,30-39,Male,"40,360.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"3,005","2,512",Y,40-49,Female,"269,633.25",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,950","1,606",Y,40-49,Male,"180,121.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"7,938","6,611",Y,50-59,Female,"708,620.50",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"6,440","5,463",Y,50-59,Male,"581,019.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"11,752","9,805",Y,60+,Female,"1,058,975.25",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,"14,558","12,262",Y,60+,Male,"1,301,432.75",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,2,2,Y,18-29,Female,249.05,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,1,1,Y,18-29,Male,146.5,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,3,3,Y,30-39,Female,219.75,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,12,11,Y,30-39,Male,"1,150.03",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,18,16,Y,40-49,Female,"2,541.82",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,18,14,Y,40-49,Male,"1,831.26",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,43,32,Y,50-59,Female,"6,812.26",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,33,24,Y,50-59,Male,"4,299.80",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,22,18,Y,60+,Female,"2,065.65",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AW,Semaglutide,0601023AWBD,Wegovy,47,43,Y,60+,Male,"5,845.35",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,4,0,N,30-39,Not Known (not recorded),644,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,14,0,N,40-49,Not Known (not recorded),"1,395.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,34,0,N,50-59,Not Known (not recorded),"3,511.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,36,0,N,60+,Not Known (not recorded),"3,663.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,334,280,Y,18-29,Female,"35,379.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,70,61,Y,18-29,Male,"7,998.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,3,3,Y,18-29,Not Known (not recorded),843,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,219","1,016",Y,30-39,Female,"133,737.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,519,442,Y,30-39,Male,"55,267.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,370","1,929",Y,40-49,Female,"252,086.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,315","1,105",Y,40-49,Male,"139,618.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,691","3,867",Y,50-59,Female,"504,504.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"3,907","3,277",Y,50-59,Male,"414,448.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"7,046","5,845",Y,60+,Female,"731,413.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"7,564","6,277",Y,60+,Male,"798,390.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,0,N,18-29,Not Known (not recorded),92,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,10,0,N,30-39,Not Known (not recorded),920,25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,31,0,N,40-49,Not Known (not recorded),"2,882.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,41,0,N,50-59,Not Known (not recorded),"3,832.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,118,0,N,60+,Not Known (not recorded),"11,213.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,373,307,Y,18-29,Female,"37,981.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,118,99,Y,18-29,Male,"11,171.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,409","1,164",Y,30-39,Female,"143,364.00",25.74357
Dec 23 - Nov 24,Y58,SOUTH WEST,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,772,633,Y,30-39,Male,"76,884.00",25.74357
